municipality,muni_code,value_as_of_date,scraped_at,taxable_value,exempt_value,purta_value,all_real_estate,median_residential_value,scrape_week,taxable_value_wow_change,taxable_value_wow_pct,year,taxable_value_ytd_change,taxable_value_ytd_pct
Borough of Edgeworth,824,2026-02-13,2026-02-15 11:32:52.819977,398395122,57400000,54900,455850022,450000,2026-02-13,176400,0.0443,2026,267750,0.0673
Borough of Edgeworth,824,2026-02-20,2026-02-22 21:26:41.927981,398598122,57400000,54900,456053022,450000,2026-02-27,203000,0.051,2026,470750,0.1182
Borough of Edgeworth,824,2026-02-27,2026-03-01 21:37:00.204856,398598122,57400000,54900,456053022,450000,2026-02-27,0,0,2026,470750,0.1182
Borough of Edgeworth,824,2026-03-06,2026-03-08 21:37:30.839238,398201222,57400000,54900,455656122,450000,2026-03-06,-396900,-0.0996,2026,73850,0.0185
Borough of Edgeworth,824,2026-03-20,2026-03-22 21:39:49.204216,398211722,57400000,54900,455666622,450000,2026-03-20,10500,0.0026,2026,84350,0.0212
Borough of Edgeworth,824,2026-03-27,2026-03-29 21:46:31.940125,398211722,57400000,54900,455666622,450000,2026-03-27,0,0,2026,84350,0.0212
Borough of Edgeworth,824,2026-04-03,2026-04-05 21:46:50.289719,398260222,57400000,54900,455715122,450000,2026-04-03,48500,0.0122,2026,132850,0.0334
Borough of Edgeworth,824,2026-04-10,2026-04-12 21:48:43.069986,398260222,57400000,54900,455715122,450000,2026-04-10,0,0,2026,132850,0.0334
Borough of Edgeworth,824,2026-04-17,2026-04-19 21:49:55.245506,398260222,57400000,54900,455715122,450000,2026-04-17,0,0,2026,132850,0.0334
Borough of Elizabeth,825,2026-01-09,2026-01-13 16:46:46,46645415,5309700,321100,52276215,54100,2026-01-16,NA,NA,2026,0,0
Borough of Elizabeth,825,2026-01-23,2026-01-31 03:20:17.902074,46645415,5309700,321100,52276215,54100,2026-01-30,0,0,2026,0,0
Borough of Elizabeth,825,2026-01-30,2026-02-02 20:50:55.312946,46645415,5309700,321100,52276215,54100,2026-02-06,0,0,2026,0,0
Borough of Elizabeth,825,2026-02-06,2026-02-08 19:26:16.161995,46645415,5309700,321100,52276215,54100,2026-02-13,0,0,2026,0,0
Borough of Elizabeth,825,2026-02-13,2026-02-15 11:32:54.069517,46645415,5309700,321100,52276215,54100,2026-02-13,0,0,2026,0,0
Borough of Elizabeth,825,2026-02-20,2026-02-22 21:26:43.327732,46645415,5309700,321100,52276215,54100,2026-02-27,0,0,2026,0,0
Borough of Elizabeth,825,2026-02-27,2026-03-01 21:37:01.5636,46645415,5309700,321100,52276215,54100,2026-02-27,0,0,2026,0,0
Borough of Elizabeth,825,2026-03-06,2026-03-08 21:37:32.056128,46645415,5309700,321100,52276215,54100,2026-03-06,0,0,2026,0,0
Borough of Elizabeth,825,2026-03-20,2026-03-22 21:39:50.644585,46645415,5309700,321100,52276215,54100,2026-03-20,0,0,2026,0,0
Borough of Elizabeth,825,2026-03-27,2026-03-29 21:46:33.3354,46645415,5309700,321100,52276215,54100,2026-03-27,0,0,2026,0,0
Borough of Elizabeth,825,2026-04-03,2026-04-05 21:46:51.663989,46645415,5309700,321100,52276215,54100,2026-04-03,0,0,2026,0,0
Borough of Elizabeth,825,2026-04-10,2026-04-12 21:48:44.452509,46645415,5309700,321100,52276215,54100,2026-04-10,0,0,2026,0,0
Borough of Elizabeth,825,2026-04-17,2026-04-19 21:49:56.415344,46645415,5309700,321100,52276215,54100,2026-04-17,0,0,2026,0,0
Borough of Emsworth,826,2026-01-09,2026-01-13 16:46:48,124489550,15774700,43700,140307950,99800,2026-01-16,NA,NA,2026,0,0
Borough of Emsworth,826,2026-01-23,2026-01-31 03:20:20.829499,124489550,15774700,43700,140307950,99800,2026-01-30,0,0,2026,0,0
Borough of Emsworth,826,2026-01-30,2026-02-02 20:50:57.946331,124489550,15774700,43700,140307950,99800,2026-02-06,0,0,2026,0,0
Borough of Emsworth,826,2026-02-06,2026-02-08 19:26:18.79755,124489550,15774700,43700,140307950,99800,2026-02-13,0,0,2026,0,0
Borough of Emsworth,826,2026-02-13,2026-02-15 11:32:56.514983,124489550,15774700,43700,140307950,99800,2026-02-13,0,0,2026,0,0
Borough of Emsworth,826,2026-02-20,2026-02-22 21:26:46.063778,124537050,15774700,43700,140355450,99800,2026-02-27,47500,0.0382,2026,47500,0.0382
Borough of Emsworth,826,2026-02-27,2026-03-01 21:37:04.270106,124537050,15774700,43700,140355450,99800,2026-02-27,0,0,2026,47500,0.0382
Borough of Emsworth,826,2026-03-06,2026-03-08 21:37:34.487936,124537050,15774700,43700,140355450,99800,2026-03-06,0,0,2026,47500,0.0382
Borough of Emsworth,826,2026-03-20,2026-03-22 21:39:53.385629,124425350,15886400,43700,140355450,99750,2026-03-20,-111700,-0.0897,2026,-64200,-0.0516
Borough of Emsworth,826,2026-03-27,2026-03-29 21:46:36.16364,124425350,15886400,43700,140355450,99750,2026-03-27,0,0,2026,-64200,-0.0516
Borough of Emsworth,826,2026-04-03,2026-04-05 21:46:54.346413,124425350,15886400,43700,140355450,99750,2026-04-03,0,0,2026,-64200,-0.0516
Borough of Emsworth,826,2026-04-10,2026-04-12 21:48:47.14219,124425350,15886400,43700,140355450,99750,2026-04-10,0,0,2026,-64200,-0.0516
Borough of Emsworth,826,2026-04-17,2026-04-19 21:49:58.741634,124425350,15886400,43700,140355450,99750,2026-04-17,0,0,2026,-64200,-0.0516
Borough of Etna,827,2026-01-09,2026-01-13 16:46:50,135968280,7455800,97200,143521280,58800,2026-01-16,NA,NA,2026,0,0
Borough of Etna,827,2026-01-23,2026-01-31 03:20:22.266997,136089680,7455800,97200,143642680,59000,2026-01-30,121400,0.0893,2026,121400,0.0893
Borough of Etna,827,2026-01-30,2026-02-02 20:50:59.32181,136089680,7455800,97200,143642680,59000,2026-02-06,0,0,2026,121400,0.0893
Borough of Etna,827,2026-02-06,2026-02-08 19:26:20.113702,136089680,7455800,97200,143642680,59000,2026-02-13,0,0,2026,121400,0.0893
Borough of Etna,827,2026-02-13,2026-02-15 11:32:57.740581,136089680,7455800,97200,143642680,59000,2026-02-13,0,0,2026,121400,0.0893
Borough of Etna,827,2026-02-20,2026-02-22 21:26:47.416327,136089680,7455800,97200,143642680,59000,2026-02-27,0,0,2026,121400,0.0893
Borough of Etna,827,2026-02-27,2026-03-01 21:37:05.621299,136089680,7455800,97200,143642680,59000,2026-02-27,0,0,2026,121400,0.0893
Borough of Etna,827,2026-03-06,2026-03-08 21:37:35.6597,136072570,7523610,97200,143693380,59000,2026-03-06,-17110,-0.0126,2026,104290,0.0767
Borough of Etna,827,2026-03-20,2026-03-22 21:39:54.772472,136073070,7523610,97200,143693880,59000,2026-03-20,500,4e-4,2026,104790,0.0771
Borough of Etna,827,2026-03-27,2026-03-29 21:46:37.526804,136073070,7523610,97200,143693880,59000,2026-03-27,0,0,2026,104790,0.0771
Borough of Etna,827,2026-04-03,2026-04-05 21:46:55.65669,136073070,7716600,97200,143886870,59000,2026-04-03,0,0,2026,104790,0.0771
Borough of Etna,827,2026-04-10,2026-04-12 21:48:48.476003,136073070,7716600,97200,143886870,59000,2026-04-10,0,0,2026,104790,0.0771
Borough of Etna,827,2026-04-17,2026-04-19 21:49:59.918375,136073070,7716600,97200,143886870,59000,2026-04-17,0,0,2026,104790,0.0771
Borough of Forest Hills,828,2026-01-09,2026-01-13 16:46:54,382489903,21553300,8700,404051903,104100,2026-01-16,NA,NA,2026,0,0
Borough of Forest Hills,828,2026-01-23,2026-01-31 03:20:26.537525,382565403,21553300,8700,404127403,104100,2026-01-30,75500,0.0197,2026,75500,0.0197
Borough of Forest Hills,828,2026-01-30,2026-02-02 20:51:03.463297,382442403,21553300,8700,404004403,104100,2026-02-06,-123000,-0.0322,2026,-47500,-0.0124
Borough of Forest Hills,828,2026-02-06,2026-02-08 19:26:23.935942,382442403,21553300,8700,404004403,104100,2026-02-13,0,0,2026,-47500,-0.0124
Borough of Forest Hills,828,2026-02-13,2026-02-15 11:33:01.439094,382585903,21553300,8700,404147903,104100,2026-02-13,143500,0.0375,2026,96000,0.0251
Borough of Forest Hills,828,2026-02-20,2026-02-22 21:26:51.55979,382585903,21553300,8700,404147903,104100,2026-02-27,0,0,2026,96000,0.0251
Borough of Forest Hills,828,2026-02-27,2026-03-01 21:37:09.66539,382453203,21553300,8700,404015203,104100,2026-02-27,-132700,-0.0347,2026,-36700,-0.0096
Borough of Forest Hills,828,2026-03-06,2026-03-08 21:37:39.23561,382433003,21553300,8700,403995003,104100,2026-03-06,-20200,-0.0053,2026,-56900,-0.0149
Borough of Forest Hills,828,2026-03-20,2026-03-22 21:39:58.893918,382433003,21553300,8700,403995003,104100,2026-03-20,0,0,2026,-56900,-0.0149
Borough of Forest Hills,828,2026-03-27,2026-03-29 21:46:41.682039,382350203,21636100,8700,403995003,104150,2026-03-27,-82800,-0.0217,2026,-139700,-0.0365
Borough of Forest Hills,828,2026-04-03,2026-04-05 21:46:59.609032,382195303,21791000,8700,403995003,104100,2026-04-03,-154900,-0.0405,2026,-294600,-0.077
Borough of Forest Hills,828,2026-04-10,2026-04-12 21:48:52.54522,382195303,21791000,8700,403995003,104100,2026-04-10,0,0,2026,-294600,-0.077
Borough of Forest Hills,828,2026-04-17,2026-04-19 21:50:03.468078,382195303,21791000,8700,403995003,104100,2026-04-17,0,0,2026,-294600,-0.077
Borough of Fox Chapel,868,2026-01-09,2026-01-13 16:46:56,1234125092,96609500,17000,1330751592,508000,2026-01-16,NA,NA,2026,0,0
Borough of Fox Chapel,868,2026-01-23,2026-01-31 03:20:29.439742,1233978392,96609500,17000,1330604892,508000,2026-01-30,-146700,-0.0119,2026,-146700,-0.0119
Borough of Fox Chapel,868,2026-01-30,2026-02-02 20:51:06.356593,1233978392,96609500,17000,1330604892,508000,2026-02-06,0,0,2026,-146700,-0.0119
Borough of Fox Chapel,868,2026-02-06,2026-02-08 19:26:26.742315,1233978392,96609500,17000,1330604892,508000,2026-02-13,0,0,2026,-146700,-0.0119
Borough of Fox Chapel,868,2026-02-13,2026-02-15 11:33:03.863932,1233978392,96609500,17000,1330604892,508000,2026-02-13,0,0,2026,-146700,-0.0119
Borough of Fox Chapel,868,2026-02-20,2026-02-22 21:26:54.212316,1236822492,96609500,17000,1333448992,508200,2026-02-27,2844100,0.2305,2026,2697400,0.2186
Borough of Fox Chapel,868,2026-02-27,2026-03-01 21:37:12.355046,1236822492,96609500,17000,1333448992,508200,2026-02-27,0,0,2026,2697400,0.2186
Borough of Fox Chapel,868,2026-03-06,2026-03-08 21:37:41.613429,1234265192,96609500,17000,1330891692,508200,2026-03-06,-2557300,-0.2068,2026,140100,0.0114
Borough of Fox Chapel,868,2026-03-20,2026-03-22 21:40:01.629171,1234243892,96609500,17000,1330870392,508700,2026-03-20,-21300,-0.0017,2026,118800,0.0096
Borough of Fox Chapel,868,2026-03-27,2026-03-29 21:46:44.406497,1234243892,96609500,17000,1330870392,508700,2026-03-27,0,0,2026,118800,0.0096
Borough of Fox Chapel,868,2026-04-03,2026-04-05 21:47:02.298306,1234645492,96609500,17000,1331271992,508700,2026-04-03,401600,0.0325,2026,520400,0.0422
Borough of Fox Chapel,868,2026-04-10,2026-04-12 21:48:55.311745,1234645492,96609500,17000,1331271992,508700,2026-04-10,0,0,2026,520400,0.0422
Borough of Fox Chapel,868,2026-04-17,2026-04-19 21:50:05.812953,1234937692,96609500,17000,1331564192,508700,2026-04-17,292200,0.0237,2026,812600,0.0658
Borough of Franklin Park,884,2026-01-09,2026-01-13 16:46:57,1829534412,137453300,15600,1967003312,280000,2026-01-16,NA,NA,2026,0,0
Borough of Franklin Park,884,2026-01-23,2026-01-31 03:20:30.851501,1828383712,137453300,15600,1965852612,279900,2026-01-30,-1150700,-0.0629,2026,-1150700,-0.0629
Borough of Franklin Park,884,2026-01-30,2026-02-02 20:51:07.667724,1828488912,137453300,15600,1965957812,279900,2026-02-06,105200,0.0058,2026,-1045500,-0.0571
Borough of Franklin Park,884,2026-02-06,2026-02-08 19:26:28.103108,1828488912,137453300,15600,1965957812,279900,2026-02-13,0,0,2026,-1045500,-0.0571
Borough of Franklin Park,884,2026-02-13,2026-02-15 11:33:05.087668,1828013712,137453300,15600,1965482612,279900,2026-02-13,-475200,-0.026,2026,-1520700,-0.0831
Borough of Franklin Park,884,2026-02-20,2026-02-22 21:26:55.534943,1829602112,137453300,15600,1967071012,280000,2026-02-27,1588400,0.0869,2026,67700,0.0037
Borough of Franklin Park,884,2026-02-27,2026-03-01 21:37:13.714998,1828938712,137453300,15600,1966407612,280000,2026-02-27,-663400,-0.0363,2026,-595700,-0.0326
Borough of Franklin Park,884,2026-03-06,2026-03-08 21:37:42.791352,1828866812,137453300,15600,1966335712,280000,2026-03-06,-71900,-0.0039,2026,-667600,-0.0365
Borough of Franklin Park,884,2026-03-20,2026-03-22 21:40:02.984193,1828480312,137453300,15600,1965949212,280000,2026-03-20,-386500,-0.0211,2026,-1054100,-0.0576
Borough of Franklin Park,884,2026-03-27,2026-03-29 21:46:45.769051,1828480312,137453300,15600,1965949212,280000,2026-03-27,0,0,2026,-1054100,-0.0576
Borough of Franklin Park,884,2026-04-03,2026-04-05 21:47:03.6119,1828539912,137453300,15600,1966008812,280000,2026-04-03,59600,0.0033,2026,-994500,-0.0544
Borough of Franklin Park,884,2026-04-10,2026-04-12 21:48:56.65351,1828539912,137453300,15600,1966008812,280000,2026-04-10,0,0,2026,-994500,-0.0544
Borough of Franklin Park,884,2026-04-17,2026-04-19 21:50:06.991254,1828994812,137453300,15600,1966463712,280000,2026-04-17,454900,0.0249,2026,-539600,-0.0295
Borough of Glassport,829,2026-01-09,2026-01-13 16:47:00,112483585,10785100,109100,123377785,39600,2026-01-16,NA,NA,2026,0,0
Borough of Glassport,829,2026-01-23,2026-01-31 03:20:33.706276,112483585,10785100,109100,123377785,39600,2026-01-30,0,0,2026,0,0
Borough of Glassport,829,2026-01-30,2026-02-02 20:51:10.490843,112465185,10785100,109100,123359385,39600,2026-02-06,-18400,-0.0164,2026,-18400,-0.0164
Borough of Glassport,829,2026-02-06,2026-02-08 19:26:30.72002,112465185,10785100,109100,123359385,39600,2026-02-13,0,0,2026,-18400,-0.0164
Borough of Glassport,829,2026-02-13,2026-02-15 11:33:07.538615,112465185,10785100,109100,123359385,39600,2026-02-13,0,0,2026,-18400,-0.0164
Borough of Glassport,829,2026-02-20,2026-02-22 21:26:58.145904,112465185,10785100,109100,123359385,39600,2026-02-27,0,0,2026,-18400,-0.0164
Borough of Glassport,829,2026-02-27,2026-03-01 21:37:16.39732,112465185,10785100,109100,123359385,39600,2026-02-27,0,0,2026,-18400,-0.0164
Borough of Glassport,829,2026-03-06,2026-03-08 21:37:45.181807,112465185,10785100,109100,123359385,39600,2026-03-06,0,0,2026,-18400,-0.0164
Borough of Glassport,829,2026-03-20,2026-03-22 21:40:05.701375,112465185,10785100,109100,123359385,39600,2026-03-20,0,0,2026,-18400,-0.0164
Borough of Glassport,829,2026-03-27,2026-03-29 21:46:48.541831,112465185,10785100,109100,123359385,39600,2026-03-27,0,0,2026,-18400,-0.0164
Borough of Glassport,829,2026-04-03,2026-04-05 21:47:06.309355,112534685,10785100,109100,123428885,39600,2026-04-03,69500,0.0618,2026,51100,0.0454
Borough of Glassport,829,2026-04-10,2026-04-12 21:48:59.337727,112214385,10785100,109100,123108585,39600,2026-04-10,-320300,-0.2846,2026,-269200,-0.2393
Borough of Glassport,829,2026-04-17,2026-04-19 21:50:09.314853,112214385,10785100,109100,123108585,39600,2026-04-17,0,0,2026,-269200,-0.2393
Borough of Glen Osborne,846,2026-01-09,2026-01-13 16:47:48,77972850,10364700,29800,88367350,255200,2026-01-16,NA,NA,2026,0,0
Borough of Glen Osborne,846,2026-01-23,2026-01-31 03:21:26.750939,77972850,10364700,29800,88367350,255200,2026-01-30,0,0,2026,0,0
Borough of Glen Osborne,846,2026-01-30,2026-02-02 20:51:59.022056,77972850,10364700,29800,88367350,255200,2026-02-06,0,0,2026,0,0
Borough of Glen Osborne,846,2026-02-06,2026-02-08 19:27:19.335,77972850,10364700,29800,88367350,255200,2026-02-13,0,0,2026,0,0
Borough of Glen Osborne,846,2026-02-13,2026-02-15 11:33:52.803241,77972850,10364700,29800,88367350,255200,2026-02-13,0,0,2026,0,0
Borough of Glen Osborne,846,2026-02-20,2026-02-22 21:27:48.526088,77972850,10364700,29800,88367350,255200,2026-02-27,0,0,2026,0,0
Borough of Glen Osborne,846,2026-02-27,2026-03-01 21:38:06.233901,77972850,10364700,29800,88367350,255200,2026-02-27,0,0,2026,0,0
Borough of Glen Osborne,846,2026-03-06,2026-03-08 21:38:29.326897,77866650,10364700,29800,88261150,255200,2026-03-06,-106200,-0.1362,2026,-106200,-0.1362
Borough of Glen Osborne,846,2026-03-20,2026-03-22 21:40:56.403568,77866650,10364700,29800,88261150,255200,2026-03-20,0,0,2026,-106200,-0.1362
Borough of Glen Osborne,846,2026-03-27,2026-03-29 21:47:39.665717,77866650,10364700,29800,88261150,255200,2026-03-27,0,0,2026,-106200,-0.1362
Borough of Glen Osborne,846,2026-04-03,2026-04-05 21:47:55.519902,77866650,10364700,29800,88261150,255200,2026-04-03,0,0,2026,-106200,-0.1362
Borough of Glen Osborne,846,2026-04-10,2026-04-12 21:49:49.988433,77866650,10364700,29800,88261150,255200,2026-04-10,0,0,2026,-106200,-0.1362
Borough of Glen Osborne,846,2026-04-17,2026-04-19 21:50:52.39723,77866650,10364700,29800,88261150,255200,2026-04-17,0,0,2026,-106200,-0.1362
Borough of Glenfield,830,2026-01-09,2026-01-13 16:47:01,11368150,440200,60300,11868650,52000,2026-01-16,NA,NA,2026,0,0
Borough of Glenfield,830,2026-01-23,2026-01-31 03:20:35.124673,11540650,440200,60300,12041150,52000,2026-01-30,172500,1.5174,2026,172500,1.5174
Borough of Glenfield,830,2026-01-30,2026-02-02 20:51:11.824014,11540650,440200,60300,12041150,52000,2026-02-06,0,0,2026,172500,1.5174
Borough of Glenfield,830,2026-02-06,2026-02-08 19:26:32.075864,11540650,440200,60300,12041150,52000,2026-02-13,0,0,2026,172500,1.5174
Borough of Glenfield,830,2026-02-13,2026-02-15 11:33:08.757308,11540650,440200,60300,12041150,52000,2026-02-13,0,0,2026,172500,1.5174
Borough of Glenfield,830,2026-02-20,2026-02-22 21:26:59.530391,11540650,440200,60300,12041150,52000,2026-02-27,0,0,2026,172500,1.5174
Borough of Glenfield,830,2026-02-27,2026-03-01 21:37:17.739346,11540650,440200,60300,12041150,52000,2026-02-27,0,0,2026,172500,1.5174
Borough of Glenfield,830,2026-03-06,2026-03-08 21:37:46.36799,11540650,440200,60300,12041150,52000,2026-03-06,0,0,2026,172500,1.5174
Borough of Glenfield,830,2026-03-20,2026-03-22 21:40:07.088442,11540650,440200,60300,12041150,52000,2026-03-20,0,0,2026,172500,1.5174
Borough of Glenfield,830,2026-03-27,2026-03-29 21:46:49.949704,11540650,440200,60300,12041150,52000,2026-03-27,0,0,2026,172500,1.5174
Borough of Glenfield,830,2026-04-03,2026-04-05 21:47:07.655411,11540650,440200,60300,12041150,52000,2026-04-03,0,0,2026,172500,1.5174
Borough of Glenfield,830,2026-04-10,2026-04-12 21:49:00.673833,11540650,440200,60300,12041150,52000,2026-04-10,0,0,2026,172500,1.5174
Borough of Glenfield,830,2026-04-17,2026-04-19 21:50:10.479408,11540650,440200,60300,12041150,52000,2026-04-17,0,0,2026,172500,1.5174
Borough of Green Tree,831,2026-01-09,2026-01-13 16:47:03,564708975,55154800,318600,620182375,143500,2026-01-16,NA,NA,2026,0,0
Borough of Green Tree,831,2026-01-23,2026-01-31 03:20:36.575254,564708975,55154800,318600,620182375,143500,2026-01-30,0,0,2026,0,0
Borough of Green Tree,831,2026-01-30,2026-02-02 20:51:13.097872,564708975,55154800,318600,620182375,143500,2026-02-06,0,0,2026,0,0
Borough of Green Tree,831,2026-02-06,2026-02-08 19:26:33.345379,564708975,55154800,318600,620182375,143500,2026-02-13,0,0,2026,0,0
Borough of Green Tree,831,2026-02-13,2026-02-15 11:33:09.990292,564708975,55154800,318600,620182375,143500,2026-02-13,0,0,2026,0,0
Borough of Green Tree,831,2026-02-20,2026-02-22 21:27:00.86735,564576075,55154800,318600,620049475,143500,2026-02-27,-132900,-0.0235,2026,-132900,-0.0235
Borough of Green Tree,831,2026-02-27,2026-03-01 21:37:19.092124,564576075,55154800,318600,620049475,143500,2026-02-27,0,0,2026,-132900,-0.0235
Borough of Green Tree,831,2026-03-06,2026-03-08 21:37:47.546335,564576075,55154800,318600,620049475,143500,2026-03-06,0,0,2026,-132900,-0.0235
Borough of Green Tree,831,2026-03-20,2026-03-22 21:40:08.431313,564576075,55154800,318600,620049475,143500,2026-03-20,0,0,2026,-132900,-0.0235
Borough of Green Tree,831,2026-03-27,2026-03-29 21:46:51.317407,564576075,55154800,318600,620049475,143500,2026-03-27,0,0,2026,-132900,-0.0235
Borough of Green Tree,831,2026-04-03,2026-04-05 21:47:08.991996,564571775,55154800,318600,620045175,143500,2026-04-03,-4300,-8e-4,2026,-137200,-0.0243
Borough of Green Tree,831,2026-04-10,2026-04-12 21:49:02.02719,564571775,55154800,318600,620045175,143500,2026-04-10,0,0,2026,-137200,-0.0243
Borough of Green Tree,831,2026-04-17,2026-04-19 21:50:11.632707,564571775,55154800,318600,620045175,143500,2026-04-17,0,0,2026,-137200,-0.0243
Borough of Haysville,832,2026-01-09,2026-01-13 16:47:08,4753400,93000,9300,4855700,24100,2026-01-16,NA,NA,2026,0,0
Borough of Haysville,832,2026-01-23,2026-01-31 03:20:42.418785,4753400,93000,9300,4855700,24100,2026-01-30,0,0,2026,0,0
Borough of Haysville,832,2026-01-30,2026-02-02 20:51:18.291946,4753400,93000,9300,4855700,24100,2026-02-06,0,0,2026,0,0
Borough of Haysville,832,2026-02-06,2026-02-08 19:26:38.601274,4753400,93000,9300,4855700,24100,2026-02-13,0,0,2026,0,0
Borough of Haysville,832,2026-02-13,2026-02-15 11:33:14.854378,4753400,93000,9300,4855700,24100,2026-02-13,0,0,2026,0,0
Borough of Haysville,832,2026-02-20,2026-02-22 21:27:06.33324,4753400,93000,9300,4855700,24100,2026-02-27,0,0,2026,0,0
Borough of Haysville,832,2026-02-27,2026-03-01 21:37:24.486827,4753400,93000,9300,4855700,24100,2026-02-27,0,0,2026,0,0
Borough of Haysville,832,2026-03-06,2026-03-08 21:37:52.32725,4753400,93000,9300,4855700,24100,2026-03-06,0,0,2026,0,0
Borough of Haysville,832,2026-03-20,2026-03-22 21:40:13.973628,4753400,93000,9300,4855700,24100,2026-03-20,0,0,2026,0,0
Borough of Haysville,832,2026-03-27,2026-03-29 21:46:56.916323,4753400,93000,9300,4855700,24100,2026-03-27,0,0,2026,0,0
Borough of Haysville,832,2026-04-03,2026-04-05 21:47:14.307946,4753400,93000,9300,4855700,24100,2026-04-03,0,0,2026,0,0
Borough of Haysville,832,2026-04-10,2026-04-12 21:49:07.483752,4753400,93000,9300,4855700,24100,2026-04-10,0,0,2026,0,0
Borough of Haysville,832,2026-04-17,2026-04-19 21:50:16.287197,4753400,93000,9300,4855700,24100,2026-04-17,0,0,2026,0,0
Borough of Heidelberg,833,2026-01-09,2026-01-13 16:47:09,67837250,2144000,2100,69983350,86200,2026-01-16,NA,NA,2026,0,0
Borough of Heidelberg,833,2026-01-23,2026-01-31 03:20:43.861306,67837250,2144000,2100,69983350,86200,2026-01-30,0,0,2026,0,0
Borough of Heidelberg,833,2026-01-30,2026-02-02 20:51:19.642418,67870150,2144000,2100,70016250,86200,2026-02-06,32900,0.0485,2026,32900,0.0485
Borough of Heidelberg,833,2026-02-06,2026-02-08 19:26:39.938305,67870150,2144000,2100,70016250,86200,2026-02-13,0,0,2026,32900,0.0485
Borough of Heidelberg,833,2026-02-13,2026-02-15 11:33:16.101367,67870150,2144000,2100,70016250,86200,2026-02-13,0,0,2026,32900,0.0485
Borough of Heidelberg,833,2026-02-20,2026-02-22 21:27:07.672096,67875050,2144000,2100,70021150,86200,2026-02-27,4900,0.0072,2026,37800,0.0557
Borough of Heidelberg,833,2026-02-27,2026-03-01 21:37:25.823285,67875050,2144000,2100,70021150,86200,2026-02-27,0,0,2026,37800,0.0557
Borough of Heidelberg,833,2026-03-06,2026-03-08 21:37:53.50763,67875050,2144000,2100,70021150,86200,2026-03-06,0,0,2026,37800,0.0557
Borough of Heidelberg,833,2026-03-20,2026-03-22 21:40:15.368989,67875050,2144000,2100,70021150,86200,2026-03-20,0,0,2026,37800,0.0557
Borough of Heidelberg,833,2026-03-27,2026-03-29 21:46:58.275057,67875050,2144000,2100,70021150,86200,2026-03-27,0,0,2026,37800,0.0557
Borough of Heidelberg,833,2026-04-03,2026-04-05 21:47:15.616322,67876950,2144000,2100,70023050,86200,2026-04-03,1900,0.0028,2026,39700,0.0585
Borough of Heidelberg,833,2026-04-10,2026-04-12 21:49:08.9953,67876950,2144000,2100,70023050,86200,2026-04-10,0,0,2026,39700,0.0585
Borough of Heidelberg,833,2026-04-17,2026-04-19 21:50:17.442804,67876950,2144000,2100,70023050,86200,2026-04-17,0,0,2026,39700,0.0585
Borough of Homestead,834,2026-01-09,2026-01-13 16:47:11,152418048,64562600,438400,217419048,20850,2026-01-16,NA,NA,2026,0,0
Borough of Homestead,834,2026-01-23,2026-01-31 03:20:45.293875,152418048,64562600,438400,217419048,20850,2026-01-30,0,0,2026,0,0
Borough of Homestead,834,2026-01-30,2026-02-02 20:51:20.957693,152418048,64562600,438400,217419048,20850,2026-02-06,0,0,2026,0,0
Borough of Homestead,834,2026-02-06,2026-02-08 19:26:41.234204,152418048,64562600,438400,217419048,20850,2026-02-13,0,0,2026,0,0
Borough of Homestead,834,2026-02-13,2026-02-15 11:33:17.339089,152418048,64562600,438400,217419048,20850,2026-02-13,0,0,2026,0,0
Borough of Homestead,834,2026-02-20,2026-02-22 21:27:08.959199,152418048,64562600,438400,217419048,20850,2026-02-27,0,0,2026,0,0
Borough of Homestead,834,2026-02-27,2026-03-01 21:37:27.15758,152418048,64562600,438400,217419048,20850,2026-02-27,0,0,2026,0,0
Borough of Homestead,834,2026-03-06,2026-03-08 21:37:54.718841,152164725,64562600,438400,217165725,20850,2026-03-06,-253323,-0.1662,2026,-253323,-0.1662
Borough of Homestead,834,2026-03-20,2026-03-22 21:40:16.715815,152164725,64562600,438400,217165725,20850,2026-03-20,0,0,2026,-253323,-0.1662
Borough of Homestead,834,2026-03-27,2026-03-29 21:46:59.636895,152164725,64562600,438400,217165725,20850,2026-03-27,0,0,2026,-253323,-0.1662
Borough of Homestead,834,2026-04-03,2026-04-05 21:47:16.938399,152164725,64562600,438400,217165725,20850,2026-04-03,0,0,2026,-253323,-0.1662
Borough of Homestead,834,2026-04-10,2026-04-12 21:49:10.349727,150191225,64562600,438400,215192225,20850,2026-04-10,-1973500,-1.2969,2026,-2226823,-1.461
Borough of Homestead,834,2026-04-17,2026-04-19 21:50:18.616905,150191225,64562600,438400,215192225,20850,2026-04-17,0,0,2026,-2226823,-1.461
Borough of Ingram,835,2026-01-09,2026-01-13 16:47:13,124452950,4783700,8000,129244650,81900,2026-01-16,NA,NA,2026,0,0
Borough of Ingram,835,2026-01-23,2026-01-31 03:20:48.130424,124452950,4783700,8000,129244650,81900,2026-01-30,0,0,2026,0,0
Borough of Ingram,835,2026-01-30,2026-02-02 20:51:23.574344,124535950,4783700,8000,129327650,81900,2026-02-06,83000,0.0667,2026,83000,0.0667
Borough of Ingram,835,2026-02-06,2026-02-08 19:26:43.854991,124535950,4783700,8000,129327650,81900,2026-02-13,0,0,2026,83000,0.0667
Borough of Ingram,835,2026-02-13,2026-02-15 11:33:19.783156,124535950,4783700,8000,129327650,81900,2026-02-13,0,0,2026,83000,0.0667
